,Position,date,persName,roleName
1780,"Head of Energy, Science and Space Departments from 1977 to 1988; Scientific Relations Department from 1964 until 1968; Science and Technology Department from 1968 until 1972 and from 1973 until 1977; Industry, Science and Energy Department from 1972 until 1973; Science, Energy and Nuclear Department from 1988 until 1990; Environment, Science and Energy Department from 1990 until 199_; Environmental Policy from 199_ until 2004; Climate Change and Energy from 2004)",2010-2012,Vivien F. Life,
1781,"Head of Energy, Science and Space Departments from 1977 to 1988; Scientific Relations Department from 1964 until 1968; Science and Technology Department from 1968 until 1972 and from 1973 until 1977; Industry, Science and Energy Department from 1972 until 1973; Science, Energy and Nuclear Department from 1988 until 1990; Environment, Science and Energy Department from 1990 until 199_; Environmental Policy from 199_ until 2004; Climate Change and Energy from 2004)",2012-2014,David W. Concar,
1782,Head of Energy Department (International Oil/Oil Department from 1965 until 1973),1965-1969,John T. Fearnley,
1783,Head of Energy Department (International Oil/Oil Department from 1965 until 1973),1969-1971,Richard H. Ellingworth,
1784,Head of Energy Department (International Oil/Oil Department from 1965 until 1973),1971-1973,George B. Chalmers,C.M.G.
1785,Head of Energy Department (International Oil/Oil Department from 1965 until 1973),1973-1977,Sir Stephen L. Egerton,K.C.M.G.
1786,Head of Energy Department (International Oil/Oil Department from 1965 until 1973),1977,Lord Hannay of Chiswick,"C.H., G.C.M.G."
1787,Head of Trade Relations and Exports Department (Export Promotion Department from 1968 until 1973; Commercial Management and Exports Department from 1988 until disestablished in 1992),1968-1970,Kenneth D. Jamieson,C.M.G.
1788,Head of Trade Relations and Exports Department (Export Promotion Department from 1968 until 1973; Commercial Management and Exports Department from 1988 until disestablished in 1992),1970-1971,Patrick D. Stobart,C.B.E.
1789,Head of Trade Relations and Exports Department (Export Promotion Department from 1968 until 1973; Commercial Management and Exports Department from 1988 until disestablished in 1992),1971-1972,David T. West,C.B.E.
1790,Head of Trade Relations and Exports Department (Export Promotion Department from 1968 until 1973; Commercial Management and Exports Department from 1988 until disestablished in 1992),1972-1973,George B. Finlayson,"C.M.G., C.V.O."
1791,Head of Trade Relations and Exports Department (Export Promotion Department from 1968 until 1973; Commercial Management and Exports Department from 1988 until disestablished in 1992),1973-1976,John C. Cloake,C.M.G.
1792,Head of Trade Relations and Exports Department (Export Promotion Department from 1968 until 1973; Commercial Management and Exports Department from 1988 until disestablished in 1992),1976-1978,Sir James Mellon,K.C.M.G.
1793,Head of Trade Relations and Exports Department (Export Promotion Department from 1968 until 1973; Commercial Management and Exports Department from 1988 until disestablished in 1992),1978-1981,Richard E. G. Burges Watson,C.M.G.
1794,Head of Trade Relations and Exports Department (Export Promotion Department from 1968 until 1973; Commercial Management and Exports Department from 1988 until disestablished in 1992),1981-1983,Colin McLean,"C.M.G., M.B.E."
1795,Head of Trade Relations and Exports Department (Export Promotion Department from 1968 until 1973; Commercial Management and Exports Department from 1988 until disestablished in 1992),1983-1985,Alan White,C.M.G.
1796,Head of Trade Relations and Exports Department (Export Promotion Department from 1968 until 1973; Commercial Management and Exports Department from 1988 until disestablished in 1992),1985-1988,G. Neil Smith,C.M.G.
1797,Head of Trade Relations and Exports Department (Export Promotion Department from 1968 until 1973; Commercial Management and Exports Department from 1988 until disestablished in 1992),1988,Gordon A. Duggan,C.M.G.
1798,Head of Trade Relations and Exports Department (Export Promotion Department from 1968 until 1973; Commercial Management and Exports Department from 1988 until disestablished in 1992),1988-1991,Roy S. Reeve,C.M.G.
1799,Head of Trade Policy Department (from 1968 until 1973; Trade Relations Department 1973),1968-1971,Rae G. Britten,C.M.G.
1800,Head of Trade Policy Department (from 1968 until 1973; Trade Relations Department 1973),1971-1973,Guy L. Simmons,L.V.O.
1801,Head of Trade Policy Department (from 1968 until 1973; Trade Relations Department 1973),1973,Sir M. John E. Fretwell,G.C.M.G.
1802,Head of Commodities Department (from 1968 until 1972),1968-1969,George S. Whitehead,"C.M.G., L.V.O."
1803,Head of Commodities Department (from 1968 until 1972),1970-1971,Sir Mark Heath,"K.C.V.O., C.M.G."
1804,Head of Commodities Department (from 1968 until 1972),1971-1972,H.E. John Hale,O.B.E.
1805,Head of Commodities Department (from 1968 until 1972),1972,John T. Williams,
1806,"Head of Aviation, Marine and Telecommunications Department (Marine and Transport from 1969 until 1977; Maritime, Aviation and Environment from 1977 until 1990; Aviation and Maritime Department from 1990 until 1997 and from _; Aviation, Maritime, Science and Energy Department from 199_ until _)",1968-1970,Dame Gillian G. Brown,"D.C.V.O., C.M.G."
1807,"Head of Aviation, Marine and Telecommunications Department (Marine and Transport from 1969 until 1977; Maritime, Aviation and Environment from 1977 until 1990; Aviation and Maritime Department from 1990 until 1997 and from _; Aviation, Maritime, Science and Energy Department from 199_ until _)",1970-1974,Henry A. Dudgeon,C.M.G.
1808,"Head of Aviation, Marine and Telecommunications Department (Marine and Transport from 1969 until 1977; Maritime, Aviation and Environment from 1977 until 1990; Aviation and Maritime Department from 1990 until 1997 and from _; Aviation, Maritime, Science and Energy Department from 199_ until _)",1974-1975,Brian Hitch,"C.M.G., C.V.O."
1809,"Head of Aviation, Marine and Telecommunications Department (Marine and Transport from 1969 until 1977; Maritime, Aviation and Environment from 1977 until 1990; Aviation and Maritime Department from 1990 until 1997 and from _; Aviation, Maritime, Science and Energy Department from 199_ until _)",1975-1977,Adrian Buxton,C.M.G.
1810,"Head of Aviation, Marine and Telecommunications Department (Marine and Transport from 1969 until 1977; Maritime, Aviation and Environment from 1977 until 1990; Aviation and Maritime Department from 1990 until 1997 and from _; Aviation, Maritime, Science and Energy Department from 199_ until _)",1977-1979,Martin R. Morland,C.M.G.
1811,"Head of Aviation, Marine and Telecommunications Department (Marine and Transport from 1969 until 1977; Maritime, Aviation and Environment from 1977 until 1990; Aviation and Maritime Department from 1990 until 1997 and from _; Aviation, Maritime, Science and Energy Department from 199_ until _)",1979-1981,Sir Michael St.E. Burton,"K.C.V.O., C.M.G."
1812,"Head of Aviation, Marine and Telecommunications Department (Marine and Transport from 1969 until 1977; Maritime, Aviation and Environment from 1977 until 1990; Aviation and Maritime Department from 1990 until 1997 and from _; Aviation, Maritime, Science and Energy Department from 199_ until _)",1982-1985,Sir John W.D. Gray,"K.B.E., C.M.G."
1813,"Head of Aviation, Marine and Telecommunications Department (Marine and Transport from 1969 until 1977; Maritime, Aviation and Environment from 1977 until 1990; Aviation and Maritime Department from 1990 until 1997 and from _; Aviation, Maritime, Science and Energy Department from 199_ until _)",1985-1990,Roger C. Beetham,"C.M.G., L.V.O."
1814,"Head of Aviation, Marine and Telecommunications Department (Marine and Transport from 1969 until 1977; Maritime, Aviation and Environment from 1977 until 1990; Aviation and Maritime Department from 1990 until 1997 and from _; Aviation, Maritime, Science and Energy Department from 199_ until _)",1990-1993,E. John Hughes,
1815,"Head of Aviation, Marine and Telecommunications Department (Marine and Transport from 1969 until 1977; Maritime, Aviation and Environment from 1977 until 1990; Aviation and Maritime Department from 1990 until 1997 and from _; Aviation, Maritime, Science and Energy Department from 199_ until _)",1993-1995,Sir Alan S. Collins,"K.C.V.O., C.M.G."
1816,"Head of Aviation, Marine and Telecommunications Department (Marine and Transport from 1969 until 1977; Maritime, Aviation and Environment from 1977 until 1990; Aviation and Maritime Department from 1990 until 1997 and from _; Aviation, Maritime, Science and Energy Department from 199_ until _)",1995-1997,Robin A. Kealy,C.M.G.
1817,"Head of Aviation, Marine and Telecommunications Department (Marine and Transport from 1969 until 1977; Maritime, Aviation and Environment from 1977 until 1990; Aviation and Maritime Department from 1990 until 1997 and from _; Aviation, Maritime, Science and Energy Department from 199_ until _)",1997-2001,Norman A. Ling,
1818,"Head of Aviation, Marine and Telecommunications Department (Marine and Transport from 1969 until 1977; Maritime, Aviation and Environment from 1977 until 1990; Aviation and Maritime Department from 1990 until 1997 and from _; Aviation, Maritime, Science and Energy Department from 199_ until _)",2001-2003,Christopher M.J. Segar,C.M.G.
1819,"Head of Aviation, Marine and Telecommunications Department (Marine and Transport from 1969 until 1977; Maritime, Aviation and Environment from 1977 until 1990; Aviation and Maritime Department from 1990 until 1997 and from _; Aviation, Maritime, Science and Energy Department from 199_ until _)",2003-2004,Andrew P.R. Levi,
1820,Head of Aviation and Telecommunications Department from 1970 until 1973,1970,Timothy L. Crosthwait,"C.M.G., M.B.E."
1821,Head of Aviation and Telecommunications Department from 1970 until 1973,1970-1971,Sir Richard Hanbury-Tenison,K.C.V.O.
1822,Head of Aviation and Telecommunications Department from 1970 until 1973,1971-1973,Christopher D. Lush,C.M.G.
1823,Head of European Integration Department (Internal) (from 1973; European Integration Department (2) from 1971 until 1972; European Community (Internal) from 1980 until 1994; European Union (Internal) from 1994 until 201_; Northern and Central Europe from 201_),1971-1972,Sir W. James Adams,K.C.M.G.
1824,Head of European Integration Department (Internal) (from 1973; European Integration Department (2) from 1971 until 1972; European Community (Internal) from 1980 until 1994; European Union (Internal) from 1994 until 201_; Northern and Central Europe from 201_),1973-1976,Sir M. John E. Fretwell,G.C.M.G.
1825,Head of European Integration Department (Internal) (from 1973; European Integration Department (2) from 1971 until 1972; European Community (Internal) from 1980 until 1994; European Union (Internal) from 1994 until 201_; Northern and Central Europe from 201_),1976-1979,"Sir Peter C. Petrie, Bt.",C.M.G.
1826,Head of European Integration Department (Internal) (from 1973; European Integration Department (2) from 1971 until 1972; European Community (Internal) from 1980 until 1994; European Union (Internal) from 1994 until 201_; Northern and Central Europe from 201_),1979-1983,Sir J. Nicholas T. Spreckley,"K.C.V.O., C.M.G."
1827,Head of European Integration Department (Internal) (from 1973; European Integration Department (2) from 1971 until 1972; European Community (Internal) from 1980 until 1994; European Union (Internal) from 1994 until 201_; Northern and Central Europe from 201_),1983-1985,Sir Patrick S. Fairweather,K.C.M.G.
1828,Head of European Integration Department (Internal) (from 1973; European Integration Department (2) from 1971 until 1972; European Community (Internal) from 1980 until 1994; European Union (Internal) from 1994 until 201_; Northern and Central Europe from 201_),1985-1988,Sir J. Stephen Wall,"G.C.M.G., L.V.O."
1829,Head of European Integration Department (Internal) (from 1973; European Integration Department (2) from 1971 until 1972; European Community (Internal) from 1980 until 1994; European Union (Internal) from 1994 until 201_; Northern and Central Europe from 201_),1988-1993,Sir Michael A. Arthur,K.C.M.G.
1830,Head of European Integration Department (Internal) (from 1973; European Integration Department (2) from 1971 until 1972; European Community (Internal) from 1980 until 1994; European Union (Internal) from 1994 until 201_; Northern and Central Europe from 201_),1993-1996,Anthony J. Cary,C.M.G.
1831,Head of European Integration Department (Internal) (from 1973; European Integration Department (2) from 1971 until 1972; European Community (Internal) from 1980 until 1994; European Union (Internal) from 1994 until 201_; Northern and Central Europe from 201_),1996-1998,Sir Simon L. Gass,"K.C.M.G., C.V.O."
1832,Head of European Integration Department (Internal) (from 1973; European Integration Department (2) from 1971 until 1972; European Community (Internal) from 1980 until 1994; European Union (Internal) from 1994 until 201_; Northern and Central Europe from 201_),1998-2000,Sir Mark J. Lyall Grant,G.C.M.G.
1833,Head of European Integration Department (Internal) (from 1973; European Integration Department (2) from 1971 until 1972; European Community (Internal) from 1980 until 1994; European Union (Internal) from 1994 until 201_; Northern and Central Europe from 201_),2000-2001,Sir James D. Bevan,K.C.M.G.
1834,Head of European Integration Department (Internal) (from 1973; European Integration Department (2) from 1971 until 1972; European Community (Internal) from 1980 until 1994; European Union (Internal) from 1994 until 201_; Northern and Central Europe from 201_),2002-2003,Nicholas G.F. Baird,"C.M.G., C.V.O."
1835,Head of European Integration Department (Internal) (from 1973; European Integration Department (2) from 1971 until 1972; European Community (Internal) from 1980 until 1994; European Union (Internal) from 1994 until 201_; Northern and Central Europe from 201_),2003-2006,David G.H. Frost,C.M.G.
1836,Head of European Integration Department (Internal) (from 1973; European Integration Department (2) from 1971 until 1972; European Community (Internal) from 1980 until 1994; European Union (Internal) from 1994 until 201_; Northern and Central Europe from 201_),2011-2013,Victoria G. Dean,
1837,Head of European Integration Department (Internal) (from 1973; European Integration Department (2) from 1971 until 1972; European Community (Internal) from 1980 until 1994; European Union (Internal) from 1994 until 201_; Northern and Central Europe from 201_),2015-2018,Richard J. Wood,
1838,Head of Nuclear Energy Department (from 1981 until 1989),1981-1983,D. Keith Haskell,C.M.G.
1839,Head of Nuclear Energy Department (from 1981 until 1989),1983-1986,Ian R. Kenyon,
1840,Head of Nuclear Energy Department (from 1981 until 1989),1986-1988,John K. Gordon,
1841,Head of European Union (Bilateral) Department (from 1998 until 2002),1998-2001,Jeremy M. Cresswell,C.V.O.
1842,Head of European Union (Bilateral) Department (from 1998 until 2002),2001-2002,Karen E. Pierce,C.M.G.
1843,Head of Commercial and Economic Diplomacy/Economic Growth and Business Department (from 2011),2011-2013,Edward Barker,
1844,Head of Commercial and Economic Diplomacy/Economic Growth and Business Department (from 2011),2013-2014,Andrew R. Heyn,O.B.E.
1845,Head of Commercial and Economic Diplomacy/Economic Growth and Business Department (from 2011),2014-2016,Barry R. Lowen,
1846,Head of Commercial and Economic Diplomacy/Economic Growth and Business Department (from 2011),2016-,Susan Kitchens,
1847,Head of News Department (established in 1915; responsible for relations ith the Press and the B.B.C.),1915-1919,Sir C. Hubert Montgomery,"K.C.M.G., K.C.V.O., C.B."
1848,Head of News Department (established in 1915; responsible for relations ith the Press and the B.B.C.),1921-1925,Percy A. Koppel,"C.M.G., C.B.E."
1849,Head of News Department (established in 1915; responsible for relations ith the Press and the B.B.C.),1925-1935,Sir Arthur Willert,K.B.E.
1850,Head of News Department (established in 1915; responsible for relations ith the Press and the B.B.C.),1935-1939,Sir Reginald W.A. Leeper,"G.B.E., K.C.M.G."
1851,Head of News Department (established in 1915; responsible for relations ith the Press and the B.B.C.),1939-1941,Sir Charles B.P. Peake,"G.C.M.G., M.C."
1852,Head of News Department (established in 1915; responsible for relations ith the Press and the B.B.C.),1941-1953,Sir William Ridsdale,K.C.M.G.
1853,Head of News Department (established in 1915; responsible for relations ith the Press and the B.B.C.),1954-1955,Hon. Sir Con D.W. O’Neill,G.C.M.G.
1854,Head of News Department (established in 1915; responsible for relations ith the Press and the B.B.C.),1955-1956,"Sir George P. Young, Bt.",C.M.G.
1855,Head of News Department (established in 1915; responsible for relations ith the Press and the B.B.C.),1956-1959,Sir C. Peter Hope,"K.C.M.G., T.D."
1856,Head of News Department (established in 1915; responsible for relations ith the Press and the B.B.C.),1959-1962,Sir John W. Russell,"G.C.V.O., K.C.M.G."
1857,Head of News Department (established in 1915; responsible for relations ith the Press and the B.B.C.),1962-1965,Sir R. Michael Hadow,K.C.M.G.
1858,Head of News Department (established in 1915; responsible for relations ith the Press and the B.B.C.),1965-1967,Sir Donald J.D. Maitland,"G.C.M.G., O.B.E."
1859,Head of News Department (established in 1915; responsible for relations ith the Press and the B.B.C.),1967-1971,Sir W. Robert (Robin) Haydon,K.C.M.G.
1860,Head of News Department (established in 1915; responsible for relations ith the Press and the B.B.C.),1971-1973,Sir John H.G. Leahy,K.C.M.G.
1861,Head of News Department (established in 1915; responsible for relations ith the Press and the B.B.C.),1973-1974,Lord Nicholas C. Gordon Lennox,"K.C.M.G., K.C.V.O."
1862,Head of News Department (established in 1915; responsible for relations ith the Press and the B.B.C.),1974-1976,Sir Thomas D. McCaffery,
1863,Head of News Department (established in 1915; responsible for relations ith the Press and the B.B.C.),1976-1979,Sir W.E. Hamilton Whyte,K.C.M.G.
1864,Head of News Department (established in 1915; responsible for relations ith the Press and the B.B.C.),1979-1982,Sir Nicholas M. Fenn,G.C.M.G.
1865,Head of News Department (established in 1915; responsible for relations ith the Press and the B.B.C.),1982-1984,Sir P. John Goulden,G.C.M.G.
1866,Head of News Department (established in 1915; responsible for relations ith the Press and the B.B.C.),1984-1986,Sir Christopher J.R. Meyer,K.C.M.G.
1867,Head of News Department (established in 1915; responsible for relations ith the Press and the B.B.C.),1986-1988,Sir R. Andrew Burns,K.C.M.G.
1868,Head of News Department (established in 1915; responsible for relations ith the Press and the B.B.C.),1988-1990,Brian L. Mower,
1869,Head of News Department (established in 1915; responsible for relations ith the Press and the B.B.C.),1990-1993,R. Francis Cornish,"C.M.G., L.V.O."
1870,Head of News Department (established in 1915; responsible for relations ith the Press and the B.B.C.),1993-1995,Robert N. Culshaw,M.V.O.
1871,Head of News Department (established in 1915; responsible for relations ith the Press and the B.B.C.),1995-1998,Sir Nigel E. Sheinwald,G.C.M.G.
1872,Head of News Department (established in 1915; responsible for relations ith the Press and the B.B.C.),1998-2000,Sir N. Kim Darroch,K.C.M.G.
1873,Head of News Department (established in 1915; responsible for relations ith the Press and the B.B.C.),2000-2004,John Williams,
1874,Head of Commonwealth Liaison/Co-ordination Department (from 1947 until 1953 and from 1968; Dominions Information from 1926 until 1933; Dominions Intelligence from 1939 until 1947; Sustainable Development and Commonwealth from 2004),1926-1932,Percy A. Koppel,"C.M.G., C.B.E."
1875,Head of Commonwealth Liaison/Co-ordination Department (from 1947 until 1953 and from 1968; Dominions Information from 1926 until 1933; Dominions Intelligence from 1939 until 1947; Sustainable Development and Commonwealth from 2004),1932-1933,Sir Owen St.C.O’Malley,K.C.M.G.
1876,Head of Commonwealth Liaison/Co-ordination Department (from 1947 until 1953 and from 1968; Dominions Information from 1926 until 1933; Dominions Intelligence from 1939 until 1947; Sustainable Development and Commonwealth from 2004),1939-1942,Duke of Portland,C.M.G.
1877,Head of Commonwealth Liaison/Co-ordination Department (from 1947 until 1953 and from 1968; Dominions Information from 1926 until 1933; Dominions Intelligence from 1939 until 1947; Sustainable Development and Commonwealth from 2004),1942-1944,John D. Greenway,C.M.G.
1878,Head of Commonwealth Liaison/Co-ordination Department (from 1947 until 1953 and from 1968; Dominions Information from 1926 until 1933; Dominions Intelligence from 1939 until 1947; Sustainable Development and Commonwealth from 2004),1944-1946,A. Victor Coverley-Price,
1879,Head of Commonwealth Liaison/Co-ordination Department (from 1947 until 1953 and from 1968; Dominions Information from 1926 until 1933; Dominions Intelligence from 1939 until 1947; Sustainable Development and Commonwealth from 2004),1947-1948,John P.G. Finch,O.B.E.
1880,Head of Commonwealth Liaison/Co-ordination Department (from 1947 until 1953 and from 1968; Dominions Information from 1926 until 1933; Dominions Intelligence from 1939 until 1947; Sustainable Development and Commonwealth from 2004),1948-1949,Sir Geoffrey W. Furlonge,"K.B.E., C.M.G."
1881,Head of Commonwealth Liaison/Co-ordination Department (from 1947 until 1953 and from 1968; Dominions Information from 1926 until 1933; Dominions Intelligence from 1939 until 1947; Sustainable Development and Commonwealth from 2004),1949-1951,Patrick M. Johnston,C.B.E.
1882,Head of Commonwealth Liaison/Co-ordination Department (from 1947 until 1953 and from 1968; Dominions Information from 1926 until 1933; Dominions Intelligence from 1939 until 1947; Sustainable Development and Commonwealth from 2004),1951-1953,John B.T. Judd,
1883,Head of Commonwealth Liaison/Co-ordination Department (from 1947 until 1953 and from 1968; Dominions Information from 1926 until 1933; Dominions Intelligence from 1939 until 1947; Sustainable Development and Commonwealth from 2004),1968-1969,Robert Walker,
1884,Head of Commonwealth Liaison/Co-ordination Department (from 1947 until 1953 and from 1968; Dominions Information from 1926 until 1933; Dominions Intelligence from 1939 until 1947; Sustainable Development and Commonwealth from 2004),1969-1971,Barry G. Smallman,"C.M.G., C.V.O."
1885,Head of Commonwealth Liaison/Co-ordination Department (from 1947 until 1953 and from 1968; Dominions Information from 1926 until 1933; Dominions Intelligence from 1939 until 1947; Sustainable Development and Commonwealth from 2004),1971-1975,Leonore E.T. Storar,
1886,Head of Commonwealth Liaison/Co-ordination Department (from 1947 until 1953 and from 1968; Dominions Information from 1926 until 1933; Dominions Intelligence from 1939 until 1947; Sustainable Development and Commonwealth from 2004),1975-1977,M. Beryl Chitty,C.M.G.
1887,Head of Commonwealth Liaison/Co-ordination Department (from 1947 until 1953 and from 1968; Dominions Information from 1926 until 1933; Dominions Intelligence from 1939 until 1947; Sustainable Development and Commonwealth from 2004),1977-1982,Roger A.R. Barltrop,"C.M.G., C.V.O."
1888,Head of Commonwealth Liaison/Co-ordination Department (from 1947 until 1953 and from 1968; Dominions Information from 1926 until 1933; Dominions Intelligence from 1939 until 1947; Sustainable Development and Commonwealth from 2004),1982-1983,Alexander K. Goldsmith,
1889,Head of Commonwealth Liaison/Co-ordination Department (from 1947 until 1953 and from 1968; Dominions Information from 1926 until 1933; Dominions Intelligence from 1939 until 1947; Sustainable Development and Commonwealth from 2004),1983-1984,Arthur C. Watson,C.M.G.
1890,Head of Commonwealth Liaison/Co-ordination Department (from 1947 until 1953 and from 1968; Dominions Information from 1926 until 1933; Dominions Intelligence from 1939 until 1947; Sustainable Development and Commonwealth from 2004),1984-1986,David F.B. Le Breton,C.B.E.
1891,Head of Commonwealth Liaison/Co-ordination Department (from 1947 until 1953 and from 1968; Dominions Information from 1926 until 1933; Dominions Intelligence from 1939 until 1947; Sustainable Development and Commonwealth from 2004),1986-1988,Thomas T. Macan,
1892,Head of Commonwealth Liaison/Co-ordination Department (from 1947 until 1953 and from 1968; Dominions Information from 1926 until 1933; Dominions Intelligence from 1939 until 1947; Sustainable Development and Commonwealth from 2004),1988-1992,T. Clive S. Stitt,
1893,Head of Commonwealth Liaison/Co-ordination Department (from 1947 until 1953 and from 1968; Dominions Information from 1926 until 1933; Dominions Intelligence from 1939 until 1947; Sustainable Development and Commonwealth from 2004),1992-1996,David A. Broad,
1894,Head of Commonwealth Liaison/Co-ordination Department (from 1947 until 1953 and from 1968; Dominions Information from 1926 until 1933; Dominions Intelligence from 1939 until 1947; Sustainable Development and Commonwealth from 2004),1996-1998,Martin A. Hatfull,
1895,Head of Commonwealth Liaison/Co-ordination Department (from 1947 until 1953 and from 1968; Dominions Information from 1926 until 1933; Dominions Intelligence from 1939 until 1947; Sustainable Development and Commonwealth from 2004),1998-2002,Colin C. Bright,
1896,Head of Commonwealth Liaison/Co-ordination Department (from 1947 until 1953 and from 1968; Dominions Information from 1926 until 1933; Dominions Intelligence from 1939 until 1947; Sustainable Development and Commonwealth from 2004),2002-2004,Asif A. Ahmad,C.M.G.
1897,Head of Commonwealth Liaison/Co-ordination Department (from 1947 until 1953 and from 1968; Dominions Information from 1926 until 1933; Dominions Intelligence from 1939 until 1947; Sustainable Development and Commonwealth from 2004),2004-2006,Andrew K. Soper,
1898,Head of Cultural Relations Department (from 1944 until 2002),1945-1947,Sir William H. Montagu-Pollock,K.C.M.G.
1899,Head of Cultural Relations Department (from 1944 until 2002),1948-1952,John P.G. Finch,O.B.E.
1900,Head of Cultural Relations Department (from 1944 until 2002),1952-1962,A. Anthony F. Haigh,C.M.G.
1901,Head of Cultural Relations Department (from 1944 until 2002),1962-1967,Robert Cecil,C.M.G.
1902,Head of Cultural Relations Department (from 1944 until 2002),1968-1972,C. Cosmo B. Stewart,C.M.G.
1903,Head of Cultural Relations Department (from 1944 until 2002),1972-1980,Sir John A.L. Morgan,K.C.M.G.
1904,Head of Cultural Relations Department (from 1944 until 2002),1980-1985,Sir A. Christopher D.S. MacRae,K.C.M.G.
1905,Head of Cultural Relations Department (from 1944 until 2002),1985-1987,Timothy H. Gee,
1906,Head of Cultural Relations Department (from 1944 until 2002),1987-1994,J. Nicholas Elam,C.M.G.
1907,Head of Cultural Relations Department (from 1944 until 2002),1994-1996,Anthony D. Sprake,
1908,Head of Cultural Relations Department (from 1944 until 2002),1996-2000,Ann W. Lewis,C.M.G.
1909,Head of Cultural Relations Department (from 1944 until 2002),2000-2002,Michael D. Reilly,
1910,Head of Information Policy Department (from 1946 until 1965 and from 1977 until 1981; Guidance and Information Policy from 1970 until 1977; responsible for Information Services abroad),1946-1948,Sir Alan A. Dudley,"K.B.E., C.M.G."
1911,Head of Information Policy Department (from 1946 until 1965 and from 1977 until 1981; Guidance and Information Policy from 1970 until 1977; responsible for Information Services abroad),1948-1950,Richard L. Speaight,C.M.G.
1912,Head of Information Policy Department (from 1946 until 1965 and from 1977 until 1981; Guidance and Information Policy from 1970 until 1977; responsible for Information Services abroad),1950-1953,Angus C.E. Malcolm,C.M.G.
1913,Head of Information Policy Department (from 1946 until 1965 and from 1977 until 1981; Guidance and Information Policy from 1970 until 1977; responsible for Information Services abroad),1953-1955,Sir Robert H.K. Marett,"K.C.M.G., O.B.E."
1914,Head of Information Policy Department (from 1946 until 1965 and from 1977 until 1981; Guidance and Information Policy from 1970 until 1977; responsible for Information Services abroad),1955-1957,C. Cosmo B. Stewart,C.M.G.
1915,Head of Information Policy Department (from 1946 until 1965 and from 1977 until 1981; Guidance and Information Policy from 1970 until 1977; responsible for Information Services abroad),1957-1960,Sir Paul H.G. Wright,"K.C.M.G., O.B.E."
1916,Head of Information Policy Department (from 1946 until 1965 and from 1977 until 1981; Guidance and Information Policy from 1970 until 1977; responsible for Information Services abroad),1960-1961,Reginald A. Burrows,C.M.G.
1917,Head of Information Policy Department (from 1946 until 1965 and from 1977 until 1981; Guidance and Information Policy from 1970 until 1977; responsible for Information Services abroad),1962-1964,Antony R. Moore,C.M.G.
1918,Head of Information Policy Department (from 1946 until 1965 and from 1977 until 1981; Guidance and Information Policy from 1970 until 1977; responsible for Information Services abroad),1964-1966,Sir F. Brooks Richards,"K.C.M.G., D.S.C."
1919,Head of Information Policy Department (from 1946 until 1965 and from 1977 until 1981; Guidance and Information Policy from 1970 until 1977; responsible for Information Services abroad),1966-1968,George S. Littlejohn Cook,
1920,Head of Information Policy Department (from 1946 until 1965 and from 1977 until 1981; Guidance and Information Policy from 1970 until 1977; responsible for Information Services abroad),1968-1970,Bernard R. Curson,C.M.G.
1921,Head of Information Policy Department (from 1946 until 1965 and from 1977 until 1981; Guidance and Information Policy from 1970 until 1977; responsible for Information Services abroad),1970-1974,Derek N. Brinson,"C.M.G., M.C."
1922,Head of Information Policy Department (from 1946 until 1965 and from 1977 until 1981; Guidance and Information Policy from 1970 until 1977; responsible for Information Services abroad),1975-1976,Dame Anne M. Warburton,"D.C.V.O., C.M.G."
1923,Head of Information Policy Department (from 1946 until 1965 and from 1977 until 1981; Guidance and Information Policy from 1970 until 1977; responsible for Information Services abroad),1976-1978,Sir Nicholas J. Barrington,"K.C.M.G., C.V.O."
1924,Head of Information Policy Department (from 1946 until 1965 and from 1977 until 1981; Guidance and Information Policy from 1970 until 1977; responsible for Information Services abroad),1978-1981,William R. McQuillan,
1925,Head of Information Services Department (from 1947 until 1954 and from 1966 until 1968),1947-1950,Sir Geoffrey W. Aldington,"K.B.E., C.M.G."
1926,Head of Information Services Department (from 1947 until 1954 and from 1966 until 1968),1950-1953,Joseph Robinson,C.B.E.
1927,Head of Information Services Department (from 1947 until 1954 and from 1966 until 1968),1953-1954,Sir Roderick W. Parkes,"K.C.M.G., O.B.E."
1928,Head of Information Services Department (from 1947 until 1954 and from 1966 until 1968),1966-1968,C. James Treadwell,"C.M.G., C.V.O."
1929,Head of Information Research Department (from 1948 until 1977 Overseas Information from 1977 until 1980; Information from 1980 until 2000; Public Diplomacy from 2000): responsible for provision of research material on special subjects),1948-1951,Sir F. Ralph H. Murray,"K.C.M.G., M.C."
1930,Head of Information Research Department (from 1948 until 1977 Overseas Information from 1977 until 1980; Information from 1980 until 2000; Public Diplomacy from 2000): responsible for provision of research material on special subjects),1951-1953,Sir John H. Peck,K.C.M.G.
1931,Head of Information Research Department (from 1948 until 1977 Overseas Information from 1977 until 1980; Information from 1980 until 2000; Public Diplomacy from 2000): responsible for provision of research material on special subjects),1953-1958,Sir John O. Rennie,K.C.M.G.
1932,Head of Information Research Department (from 1948 until 1977 Overseas Information from 1977 until 1980; Information from 1980 until 2000; Public Diplomacy from 2000): responsible for provision of research material on special subjects),1958-1962,Sir Donald C. Hopson,"K.C.M.G., D.S.O., M.C., T.D."
1933,Head of Information Research Department (from 1948 until 1977 Overseas Information from 1977 until 1980; Information from 1980 until 2000; Public Diplomacy from 2000): responsible for provision of research material on special subjects),1962-1966,Christopher F.R. Barclay,C.M.G.
